pic_num,sym_num,symbol,size,position,color,font
120029,1,?,(18, 30),(156, 98),(255, 255, 255),Courier 10 Pitch
120029,2,c,(29, 86),(50, 203),(255, 255, 255),Noto Sans CJK KR
120029,3,a,(16, 52),(188, 51),(255, 255, 255),Khmer OS System
120030,1,a,(22, 41),(185, 152),(255, 255, 255),URW Chancery L
120031,1,>,(15, 27),(58, 159),(255, 255, 255),Noto Sans Mono CJK JP Regular
120031,2,.,(16, 88),(82, 77),(255, 255, 255),Noto Sans Mono CJK KR
120031,3,4,(19, 36),(153, 201),(255, 255, 255),Nimbus Sans L
120031,4,!,(5, 17),(197, 136),(255, 255, 255),Dingbats
120032,1,b,(11, 22),(85, 104),(255, 255, 255),DejaVu Sans
120032,2,*,(33, 63),(134, 53),(255, 255, 255),Liberation Mono
120032,3,3,(16, 44),(201, 174),(255, 255, 255),Noto Sans Mono CJK JP
120032,4,?,(21, 36),(60, 134),(255, 255, 255),Noto Sans CJK KR Light
120033,1,*,(20, 48),(72, 153),(255, 255, 255),DejaVu Serif
120033,2,8,(21, 38),(107, 61),(255, 255, 255),Bitstream Charter
120033,3,1,(16, 55),(143, 205),(255, 255, 255),Norasi
120034,1,1,(6, 12),(109, 159),(255, 255, 255),Noto Sans CJK KR Light
120034,2,8,(18, 40),(121, 131),(255, 255, 255),FreeSerif
120034,3,4,(14, 26),(91, 96),(255, 255, 255),Noto Sans CJK JP Thin
120034,4,*,(6, 16),(103, 174),(255, 255, 255),Noto Sans Mono CJK JP Regular
120034,5,6,(7, 14),(136, 70),(255, 255, 255),Noto Sans CJK JP Thin
120034,6,1,(13, 36),(159, 205),(255, 255, 255),Noto Sans CJK KR
120035,1,*,(12, 32),(180, 66),(255, 255, 255),Noto Sans CJK JP DemiLight
120036,1,+,(22, 38),(59, 150),(255, 255, 255),micro.pcf
120036,2,2,(33, 119),(100, 65),(255, 255, 255),Khmer OS
120037,1,b,(9, 16),(62, 91),(255, 255, 255),Lato Light
120037,2,8,(15, 34),(121, 65),(255, 255, 255),Tlwg Typewriter
120038,1,a,(9, 35),(135, 135),(255, 255, 255),Kinnari
120038,2,!,(5, 15),(160, 100),(255, 255, 255),Century Schoolbook L
120038,3,?,(29, 94),(179, 200),(255, 255, 255),Khmer OS System
120039,1,.,(9, 51),(203, 179),(255, 255, 255),Noto Sans CJK TC
120040,1,1,(16, 33),(141, 154),(255, 255, 255),Ubuntu
120041,1,8,(23, 74),(80, 54),(255, 255, 255),Khmer OS System
120041,2,1,(21, 38),(187, 117),(255, 255, 255),Noto Sans CJK SC Thin
120041,3,<,(17, 36),(145, 166),(255, 255, 255),Tlwg Typist
120042,1,x,(17, 40),(112, 54),(255, 255, 255),NanumGothic
120042,2,6,(28, 58),(158, 133),(255, 255, 255),Liberation Sans
120042,3,7,(21, 39),(81, 196),(255, 255, 255),Bitstream Vera Sans
120042,4,9,(9, 18),(57, 85),(255, 255, 255),deccurs
120043,1,-,(5, 23),(96, 150),(255, 255, 255),Noto Sans CJK KR
120043,2,x,(13, 25),(148, 188),(255, 255, 255),Bitstream Charter
120043,3,(,(8, 48),(58, 100),(255, 255, 255),Garuda
120044,1,?,(21, 36),(146, 114),(255, 255, 255),Noto Sans CJK KR Light
120044,2,x,(22, 41),(82, 155),(255, 255, 255),Century Schoolbook L
120044,3,2,(34, 63),(198, 53),(255, 255, 255),DejaVu Sans
120044,4,!,(4, 14),(95, 204),(255, 255, 255),deccurs
120045,1,>,(22, 38),(131, 144),(255, 255, 255),Noto Sans CJK KR Regular
120045,2,<,(25, 68),(183, 52),(255, 255, 255),Noto Sans CJK KR
120045,3,8,(13, 25),(58, 191),(255, 255, 255),Noto Sans CJK KR Medium
120045,4,+,(13, 23),(204, 109),(255, 255, 255),Lato Semibold
120046,1,.,(6, 23),(55, 68),(255, 255, 255),Bitstream Vera Sans
120046,2,<,(27, 94),(92, 204),(255, 255, 255),Umpush
120047,1,y,(13, 27),(109, 197),(255, 255, 255),Bitstream Vera Sans Mono
120047,2,7,(6, 11),(71, 174),(255, 255, 255),Noto Sans CJK JP Bold
120047,3,1,(7, 14),(133, 105),(255, 255, 255),micro.pcf
120047,4,4,(7, 12),(185, 52),(255, 255, 255),Lato Light
120047,5,2,(8, 15),(167, 139),(255, 255, 255),Noto Sans CJK JP Light
120048,1,.,(7, 38),(70, 139),(255, 255, 255),Lato
120048,2,*,(22, 64),(53, 55),(255, 255, 255),Lato
120048,3,7,(22, 40),(160, 184),(255, 255, 255),Noto Sans CJK JP Regular
120049,1,+,(8, 15),(201, 123),(255, 255, 255),Noto Sans Mono CJK TC Bold
120049,2,=,(18, 38),(138, 172),(255, 255, 255),Lato
120049,3,d,(20, 33),(97, 91),(255, 255, 255),Bitstream Charter
120050,1,b,(24, 41),(50, 189),(255, 255, 255),Fixed
120050,2,4,(13, 24),(72, 112),(255, 255, 255),Bitstream Vera Serif
120051,1,3,(34, 70),(205, 128),(255, 255, 255),Tlwg Mono
120051,2,+,(13, 23),(141, 200),(255, 255, 255),Noto Sans Mono CJK JP Regular
120052,1,0,(21, 39),(115, 56),(255, 255, 255),Noto Sans Mono CJK TC Bold
120052,2,c,(15, 28),(94, 153),(255, 255, 255),URW Gothic L
120052,3,-,(9, 29),(72, 183),(255, 255, 255),Noto Sans CJK KR Medium
120052,4,z,(14, 29),(179, 94),(255, 255, 255),Nimbus Mono L
120053,1,-,(19, 83),(136, 68),(255, 255, 255),Noto Sans Mono CJK JP
120053,2,?,(7, 19),(191, 138),(255, 255, 255),FreeSerif
120053,3,2,(17, 45),(171, 176),(255, 255, 255),Liberation Sans Narrow
120054,1,!,(9, 42),(135, 90),(255, 255, 255),Noto Sans Mono CJK KR
120054,2,<,(26, 45),(153, 138),(255, 255, 255),FreeMono
120055,1,),(25, 42),(169, 116),(255, 255, 255),Fixed
120055,2,.,(18, 57),(129, 53),(255, 255, 255),Abyssinica SIL
120055,3,(,(6, 27),(56, 187),(255, 255, 255),Noto Sans Mono CJK KR
120056,1,+,(35, 63),(190, 67),(255, 255, 255),NanumGothic
120056,2,8,(16, 30),(106, 129),(255, 255, 255),Noto Sans CJK JP DemiLight
120057,1,y,(11, 23),(131, 61),(255, 255, 255),Bitstream Vera Sans Mono
120057,2,5,(9, 17),(182, 192),(255, 255, 255),Noto Sans CJK JP Thin
120058,1,1,(19, 53),(66, 129),(255, 255, 255),Noto Sans Mono CJK SC
120058,2,4,(18, 38),(133, 82),(255, 255, 255),Tlwg Typo
120058,3,1,(32, 54),(199, 192),(255, 255, 255),Fixed
120059,1,<,(18, 46),(188, 97),(255, 255, 255),NanumBarunGothic
120060,1,?,(12, 20),(60, 106),(255, 255, 255),Noto Sans CJK KR Thin
120060,2,>,(14, 25),(89, 136),(255, 255, 255),Noto Sans CJK JP Medium
120060,3,1,(21, 38),(170, 183),(255, 255, 255),deccurs
120061,1,b,(23, 38),(108, 203),(255, 255, 255),URW Gothic L
120061,2,(,(16, 58),(164, 79),(255, 255, 255),Ubuntu
120062,1,8,(15, 28),(170, 81),(255, 255, 255),Clean
120062,2,4,(20, 39),(84, 195),(255, 255, 255),Abyssinica SIL
120063,1,*,(23, 94),(58, 202),(255, 255, 255),Loma
120063,2,7,(14, 26),(153, 107),(255, 255, 255),Courier 10 Pitch
120063,3,a,(25, 74),(106, 50),(255, 255, 255),Sawasdee
120064,1,5,(21, 46),(192, 63),(255, 255, 255),Liberation Serif
120064,2,=,(9, 29),(76, 188),(255, 255, 255),Garuda
120064,3,8,(8, 16),(122, 149),(255, 255, 255),Noto Sans CJK SC Thin
120065,1,d,(15, 25),(127, 91),(255, 255, 255),Noto Sans CJK JP Bold
120065,2,x,(6, 12),(83, 135),(255, 255, 255),Bitstream Charter
120065,3,<,(25, 68),(199, 202),(255, 255, 255),Noto Sans Mono CJK JP
120065,4,1,(18, 33),(167, 62),(255, 255, 255),micro.pcf
120066,1,?,(17, 29),(131, 141),(255, 255, 255),ClearlyU Alternate Glyphs
120066,2,c,(7, 14),(191, 103),(255, 255, 255),Nimbus Sans L
120067,1,9,(15, 28),(154, 200),(255, 255, 255),Bitstream Vera Serif
120067,2,5,(17, 31),(64, 107),(255, 255, 255),Lato Semibold
120067,3,d,(23, 38),(97, 147),(255, 255, 255),Noto Sans CJK JP DemiLight
120067,4,4,(7, 12),(115, 56),(255, 255, 255),Noto Sans CJK KR Medium
120067,5,+,(9, 16),(142, 72),(255, 255, 255),Noto Sans CJK JP Regular
120068,1,c,(17, 59),(72, 81),(255, 255, 255),Khmer OS System
120068,2,/,(15, 36),(191, 192),(255, 255, 255),Abyssinica SIL
120069,1,2,(7, 12),(156, 136),(255, 255, 255),Noto Sans CJK KR Regular
120069,2,<,(10, 18),(73, 53),(255, 255, 255),Fixed
120069,3,8,(12, 40),(112, 165),(255, 255, 255),Garuda
120069,4,7,(12, 43),(172, 108),(255, 255, 255),Khmer OS
120070,1,4,(13, 24),(72, 104),(255, 255, 255),Noto Sans CJK KR Regular
120071,1,1,(15, 29),(58, 129),(255, 255, 255),Abyssinica SIL
120071,2,b,(12, 44),(72, 189),(255, 255, 255),Norasi
120071,3,<,(6, 12),(157, 81),(255, 255, 255),Century Schoolbook L
120071,4,!,(17, 34),(134, 53),(255, 255, 255),Bitstream Vera Sans Mono
120072,1,>,(11, 24),(174, 61),(255, 255, 255),Tlwg Typist
120072,2,5,(23, 43),(82, 154),(255, 255, 255),DejaVu Serif
120072,3,.,(10, 36),(154, 91),(255, 255, 255),Courier 10 Pitch
120072,4,?,(25, 49),(110, 204),(255, 255, 255),Bitstream Vera Sans Mono
120072,5,>,(6, 11),(134, 117),(255, 255, 255),Noto Sans CJK JP Regular
120073,1,8,(6, 12),(89, 78),(255, 255, 255),Noto Sans CJK SC Light
120073,2,/,(8, 28),(183, 155),(255, 255, 255),Nimbus Mono L
120073,3,2,(22, 41),(151, 204),(255, 255, 255),DejaVu Sans
120073,4,4,(16, 29),(65, 100),(255, 255, 255),Noto Sans CJK JP DemiLight
120073,5,+,(11, 19),(204, 50),(255, 255, 255),Lato Light
120074,1,+,(18, 43),(160, 104),(255, 255, 255),Liberation Sans Narrow
120075,1,<,(20, 35),(146, 197),(255, 255, 255),Courier 10 Pitch
120075,2,1,(13, 25),(100, 83),(255, 255, 255),Noto Sans CJK JP Medium
120075,3,7,(13, 23),(60, 134),(255, 255, 255),FreeMono
120075,4,*,(11, 29),(195, 55),(255, 255, 255),Nimbus Roman No9 L
120076,1,7,(12, 32),(82, 139),(255, 255, 255),Noto Sans Mono CJK JP
120076,2,+,(32, 111),(171, 59),(255, 255, 255),Khmer OS
120077,1,d,(20, 38),(204, 101),(255, 255, 255),Liberation Mono
120077,2,2,(45, 95),(115, 181),(255, 255, 255),Purisa
120077,3,),(5, 15),(52, 73),(255, 255, 255),Lato Black
120077,4,.,(6, 23),(154, 51),(255, 255, 255),Noto Sans CJK SC Black
120078,1,c,(21, 38),(170, 189),(255, 255, 255),Noto Sans CJK SC Bold
120079,1,),(19, 86),(124, 157),(255, 255, 255),Noto Sans Mono CJK JP
120079,2,!,(11, 37),(74, 76),(255, 255, 255),TakaoPGothic
120080,1,+,(13, 19),(144, 199),(255, 255, 255),Bitstream Vera Sans
120080,2,3,(28, 62),(84, 140),(255, 255, 255),Tlwg Typewriter
120080,3,b,(13, 23),(51, 95),(255, 255, 255),Noto Sans Mono CJK JP Regular
120081,1,7,(12, 23),(54, 173),(255, 255, 255),Abyssinica SIL
120082,1,c,(13, 28),(96, 60),(255, 255, 255),DejaVu Serif
120083,1,),(11, 59),(98, 176),(255, 255, 255),Khmer OS System
120083,2,2,(12, 32),(174, 74),(255, 255, 255),Ubuntu Condensed
120083,3,+,(32, 54),(143, 119),(255, 255, 255),FreeMono
120084,1,x,(27, 53),(200, 101),(255, 255, 255),DejaVu Sans Mono
120084,2,y,(9, 16),(76, 158),(255, 255, 255),URW Chancery L
120084,3,0,(13, 25),(143, 53),(255, 255, 255),Noto Sans CJK TC Bold
120084,4,8,(9, 20),(169, 187),(255, 255, 255),Tlwg Typist
120085,1,),(11, 33),(137, 58),(255, 255, 255),Noto Sans CJK JP Thin
120085,2,c,(16, 29),(158, 95),(255, 255, 255),Dingbats
120085,3,/,(10, 34),(50, 192),(255, 255, 255),Noto Sans CJK TC Bold
120086,1,0,(19, 35),(186, 191),(255, 255, 255),Noto Sans Mono CJK KR Regular
120086,2,b,(17, 29),(88, 145),(255, 255, 255),Noto Sans Mono CJK TC Bold
120086,3,>,(20, 36),(126, 60),(255, 255, 255),URW Palladio L
120086,4,1,(21, 39),(158, 98),(255, 255, 255),URW Palladio L
120087,1,(,(8, 36),(131, 192),(255, 255, 255),Noto Sans Mono CJK JP
120087,2,c,(19, 35),(199, 51),(255, 255, 255),Noto Sans CJK TC Bold
120088,1,0,(32, 65),(127, 77),(255, 255, 255),Liberation Sans
120089,1,0,(12, 23),(124, 126),(255, 255, 255),DejaVu Sans
120090,1,4,(22, 41),(109, 143),(255, 255, 255),micro.pcf
120091,1,z,(17, 35),(168, 109),(255, 255, 255),Nimbus Sans L
120091,2,y,(6, 12),(110, 155),(255, 255, 255),cursor.pcf
120091,3,9,(19, 36),(87, 194),(255, 255, 255),Nimbus Mono L
120091,4,>,(21, 41),(61, 53),(255, 255, 255),Liberation Mono
120092,1,3,(8, 31),(98, 135),(255, 255, 255),Umpush
120092,2,?,(12, 21),(187, 197),(255, 255, 255),Noto Sans Mono CJK KR Regular
120092,3,<,(8, 14),(71, 53),(255, 255, 255),Bitstream Charter
120092,4,!,(4, 14),(170, 178),(255, 255, 255),cursor.pcf
120092,5,3,(7, 14),(198, 73),(255, 255, 255),Nimbus Mono L
120092,6,5,(9, 34),(129, 99),(255, 255, 255),Laksaman
120093,1,),(14, 62),(78, 131),(255, 255, 255),Noto Sans Mono CJK SC
120093,2,4,(25, 51),(174, 74),(255, 255, 255),Symbola
120093,3,(,(25, 48),(136, 190),(255, 255, 255),Liberation Mono
120094,1,9,(19, 36),(143, 162),(255, 255, 255),deccurs
120095,1,),(7, 23),(87, 133),(255, 255, 255),NanumGothic
120095,2,b,(10, 18),(163, 184),(255, 255, 255),Noto Sans CJK SC Bold
120095,3,-,(8, 46),(153, 93),(255, 255, 255),Laksaman
120095,4,.,(7, 29),(71, 52),(255, 255, 255),NanumBarunGothic
120096,1,1,(16, 30),(146, 182),(255, 255, 255),Noto Sans Mono CJK KR Regular
120097,1,4,(30, 57),(117, 126),(255, 255, 255),Abyssinica SIL
120097,2,d,(36, 66),(174, 63),(255, 255, 255),Bitstream Vera Serif
120097,3,d,(15, 25),(146, 189),(255, 255, 255),Nimbus Sans L
120098,1,!,(20, 35),(130, 107),(255, 255, 255),FreeMono
120098,2,3,(25, 67),(176, 192),(255, 255, 255),Sawasdee
120098,3,d,(11, 21),(203, 138),(255, 255, 255),Symbola
120098,4,3,(11, 20),(114, 56),(255, 255, 255),Lato Black
120098,5,a,(11, 21),(83, 77),(255, 255, 255),Noto Sans Mono CJK TC Bold
120099,1,<,(15, 38),(65, 103),(255, 255, 255),Noto Sans CJK JP
120099,2,4,(17, 46),(165, 166),(255, 255, 255),Noto Sans Mono CJK JP
120100,1,+,(11, 20),(181, 64),(255, 255, 255),URW Chancery L
120100,2,*,(13, 32),(54, 199),(255, 255, 255),Bitstream Vera Serif
120100,3,!,(6, 18),(108, 109),(255, 255, 255),Lato Black
120101,1,6,(14, 27),(112, 201),(255, 255, 255),decsess.pcf
120101,2,0,(6, 12),(84, 115),(255, 255, 255),Noto Sans CJK JP Light
120102,1,0,(15, 37),(93, 91),(255, 255, 255),Liberation Sans Narrow
120102,2,(,(12, 38),(64, 154),(255, 255, 255),Noto Sans CJK KR Light
120102,3,*,(5, 13),(55, 61),(255, 255, 255),Lato Black
120102,4,a,(20, 40),(117, 203),(255, 255, 255),Ubuntu Mono
120103,1,!,(7, 21),(177, 77),(255, 255, 255),Lato Black
120103,2,(,(6, 18),(92, 147),(255, 255, 255),Noto Sans CJK JP Light
120103,3,=,(14, 25),(153, 104),(255, 255, 255),Noto Sans CJK SC Light
120104,1,?,(29, 60),(109, 197),(255, 255, 255),Liberation Sans
120104,2,6,(19, 53),(174, 87),(255, 255, 255),Noto Sans CJK KR
120105,1,*,(5, 11),(154, 182),(255, 255, 255),Lato Semibold
120106,1,),(20, 46),(79, 127),(255, 255, 255),Tlwg Typewriter
120106,2,z,(18, 36),(152, 171),(255, 255, 255),Noto Sans Mono CJK SC Bold
120106,3,),(17, 54),(128, 59),(255, 255, 255),TakaoPGothic
120106,4,5,(6, 12),(167, 93),(255, 255, 255),Noto Sans Mono CJK SC Bold
120106,5,(,(7, 32),(190, 205),(255, 255, 255),Noto Sans Mono CJK JP
120107,1,.,(6, 21),(156, 94),(255, 255, 255),Lato Light
120108,1,1,(29, 57),(165, 113),(255, 255, 255),DejaVu Sans Mono
120108,2,=,(13, 23),(84, 189),(255, 255, 255),decsess.pcf
120108,3,b,(14, 24),(139, 72),(255, 255, 255),decsess.pcf
120108,4,-,(5, 16),(106, 163),(255, 255, 255),Nimbus Sans L
120109,1,d,(9, 20),(164, 60),(255, 255, 255),Lato
120110,1,9,(11, 31),(184, 127),(255, 255, 255),Noto Sans CJK SC
120111,1,<,(23, 40),(62, 117),(255, 255, 255),Nimbus Sans L
120111,2,9,(11, 20),(104, 191),(255, 255, 255),Lato Thin
120112,1,8,(17, 45),(159, 197),(255, 255, 255),Noto Sans Mono CJK KR
120113,1,+,(10, 18),(122, 64),(255, 255, 255),deccurs
120113,2,9,(8, 15),(188, 83),(255, 255, 255),Nimbus Mono L
120113,3,9,(31, 64),(50, 179),(255, 255, 255),Tlwg Typo
120113,4,8,(15, 42),(93, 123),(255, 255, 255),Noto Sans CJK TC
120114,1,>,(8, 15),(69, 145),(255, 255, 255),Lato Light
120114,2,0,(22, 40),(191, 116),(255, 255, 255),Century Schoolbook L
120115,1,4,(29, 50),(192, 185),(255, 255, 255),FreeMono
120115,2,x,(7, 14),(150, 78),(255, 255, 255),Lato Black
120116,1,6,(21, 36),(81, 76),(255, 255, 255),Fixed
120116,2,7,(21, 38),(50, 175),(255, 255, 255),Lato Medium
120116,3,y,(17, 34),(137, 116),(255, 255, 255),Bitstream Vera Sans Mono
120117,1,6,(31, 53),(161, 172),(255, 255, 255),FreeMono
120118,1,.,(11, 21),(171, 171),(255, 255, 255),Liberation Mono
120119,1,2,(14, 27),(131, 64),(255, 255, 255),Lato Thin
120120,1,6,(19, 35),(85, 117),(255, 255, 255),Noto Sans CJK JP Regular
120120,2,=,(9, 16),(181, 146),(255, 255, 255),Noto Sans CJK JP Bold
120120,3,(,(6, 16),(59, 86),(255, 255, 255),Lato Semibold
120121,1,9,(13, 36),(143, 115),(255, 255, 255),Noto Sans CJK TC
120121,2,y,(27, 108),(83, 197),(255, 255, 255),Umpush
120121,3,+,(29, 53),(166, 63),(255, 255, 255),NanumGothic
120122,1,),(20, 46),(83, 79),(255, 255, 255),Tlwg Typewriter
120122,2,c,(13, 38),(202, 194),(255, 255, 255),Noto Sans Mono CJK JP
120123,1,),(7, 21),(95, 82),(255, 255, 255),Noto Sans CJK JP Medium
120123,2,5,(8, 23),(72, 196),(255, 255, 255),Noto Sans Mono CJK TC
120124,1,4,(12, 23),(79, 102),(255, 255, 255),cursor.pcf
120125,1,!,(6, 43),(114, 181),(255, 255, 255),Umpush
120125,2,2,(15, 28),(125, 62),(255, 255, 255),Noto Sans CJK SC Black
120125,3,1,(6, 12),(53, 106),(255, 255, 255),Noto Sans Mono CJK JP Regular
120126,1,9,(24, 60),(194, 155),(255, 255, 255),Noto Sans CJK JP
120127,1,>,(19, 34),(91, 72),(255, 255, 255),Noto Sans CJK JP DemiLight
120127,2,>,(34, 55),(184, 194),(255, 255, 255),TakaoPGothic
120127,3,-,(14, 40),(53, 136),(255, 255, 255),TakaoPGothic
120128,1,!,(6, 32),(162, 68),(255, 255, 255),Liberation Sans Narrow
120128,2,7,(17, 32),(115, 132),(255, 255, 255),Lato Thin
120128,3,/,(11, 40),(172, 199),(255, 255, 255),URW Chancery L
120128,4,(,(10, 31),(92, 100),(255, 255, 255),ClearlyU
120129,1,),(6, 18),(126, 195),(255, 255, 255),Abyssinica SIL
120129,2,.,(5, 19),(149, 58),(255, 255, 255),URW Chancery L
120129,3,+,(8, 15),(162, 108),(255, 255, 255),Lato Semibold
120129,4,y,(12, 23),(75, 153),(255, 255, 255),Noto Sans Mono CJK JP Regular
120130,1,.,(10, 34),(172, 165),(255, 255, 255),DejaVu Serif
120130,2,9,(18, 38),(65, 117),(255, 255, 255),Lato
120130,3,1,(8, 16),(133, 59),(255, 255, 255),URW Chancery L
120130,4,4,(14, 26),(146, 199),(255, 255, 255),Noto Sans CJK TC Bold
120131,1,.,(26, 55),(116, 56),(255, 255, 255),Tlwg Mono
120131,2,.,(10, 36),(73, 204),(255, 255, 255),Noto Sans CJK JP Regular
120131,3,*,(5, 11),(174, 97),(255, 255, 255),micro.pcf
120131,4,<,(11, 20),(135, 154),(255, 255, 255),Noto Sans Mono CJK TC Bold
120131,5,4,(22, 40),(92, 124),(255, 255, 255),cursor.pcf
120132,1,z,(13, 27),(52, 115),(255, 255, 255),Noto Sans CJK TC Bold
120133,1,y,(10, 19),(56, 159),(255, 255, 255),ClearlyU Alternate Glyphs
120133,2,c,(9, 18),(112, 61),(255, 255, 255),cursor.pcf
120134,1,4,(26, 53),(151, 51),(255, 255, 255),Symbola
120134,2,1,(6, 12),(94, 145),(255, 255, 255),Lato Black
120135,1,7,(13, 24),(197, 87),(255, 255, 255),micro.pcf
120135,2,*,(5, 13),(163, 154),(255, 255, 255),Century Schoolbook L
120135,3,(,(8, 25),(86, 205),(255, 255, 255),Noto Sans CJK SC Bold
120135,4,<,(15, 26),(65, 134),(255, 255, 255),Courier 10 Pitch
120135,5,a,(6, 11),(109, 113),(255, 255, 255),Bitstream Charter
120136,1,-,(25, 44),(129, 119),(255, 255, 255),Purisa
120136,2,.,(4, 25),(75, 182),(255, 255, 255),Noto Sans CJK KR
120136,3,y,(17, 31),(200, 51),(255, 255, 255),Courier 10 Pitch
120137,1,9,(28, 48),(102, 157),(255, 255, 255),Fixed
120137,2,2,(22, 40),(142, 66),(255, 255, 255),Noto Sans CJK SC Light
120137,3,+,(11, 20),(193, 203),(255, 255, 255),Lato Medium
120137,4,-,(6, 19),(79, 115),(255, 255, 255),Lato Black
120138,1,+,(11, 20),(64, 140),(255, 255, 255),Dingbats
120138,2,=,(14, 25),(125, 181),(255, 255, 255),Noto Sans CJK KR Light
